rank;name;agency;real name;group;age;height;weight;blood type;origin;country;position;industry;gender;curr date;birth date
1576;Yeo One  ;Cube Entertainment;Yeo Chang Gu;Pentagon;24;178;60;B;Daejeon Gwangyeoksi Central;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;27.03.1996
1577;Yanan;Cube Entertainment;Yan An;Pentagon;23;187;70;A;;China;Sub Vocalist, Visual;K-pop;Male;23.04.2020;25.10.1996
1578;Yuto;Cube Entertainment;Adachi Yuto;Pentagon;22;185;63;O;Nagano;Japan;Lead Rapper, Lead Dancer, Vocalist;K-pop;Male;23.04.2020;23.01.1998
1579;Seungyeon;Cube Entertainment;Chang Seung Yeon;CLC;23;163;43;A;Gyeonggi;South Korea;Leader, Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;06.11.1996
1580;Wooseok;Cube Entertainment;Jung Woo Seok;Pentagon;22;188.4;70;O;Gwangju;South Korea;Main Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;31.01.1998
1581;E Dawn;Cube Entertainment;KimHyo-jong;Pentagon;25;173;60;O;Hwasun;South Korea;Main Dancer, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;01.06.1994
1582;Seunghee;Cube Entertainment;Oh Seung Hee;CLC;24;163;;A;Gwangju;South Korea;Main Vocalist;K-pop;Female;23.04.2020;10.10.1995
1583;Hyunsik;Cube Entertainment;Im Hyun Sik;BTOB;28;177;66;A;Seoul;South Korea;Main Dancer, Lead Vocalist;K-pop;Male;23.04.2020;07.03.1992
1584;Sungjae;Cube Entertainment;Yook Sung Jae;BTOB;24;180;68;A;;South Korea;Temporary Leader, Lead Vocalist, Maknae;K-pop;Male;23.04.2020;02.05.1995
1585;Doojoon;Cube Entertainment;Yoon Doo Joon;B2ST;30;179;66;;;South Korea;Leader, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;04.07.1989
1586;Soyeon;Cube Entertainment;Jeon So-yeon;(G)I-DLE;21;157;45;B;;South Korea;Leader, Main Rapper, Lead Dancer, Vocalist, Center;K-pop;Female;23.04.2020;26.08.1998
1587;Miyeon;Cube Entertainment;Cho Mi-yeon;(G)I-DLE;23;163;47;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;31.01.1997
1588;Minnie;Cube Entertainment;Minnie Nicha Yontararak;(G)I-DLE;22;164;45;;;Thailand;Main Vocalist;K-pop;Female;23.04.2020;23.10.1997
1589;Soojin;Cube Entertainment;Seo Su-jin;(G)I-DLE;22;164;43;;;South Korea;Main Dancer, Lead Rapper, Vocalist;K-pop;Female;23.04.2020;09.03.1998
1590;Yuqi;Cube Entertainment;Song Yu Qi;(G)I-DLE;20;162;43;;;China;Lead Vocalist, Lead Dancer;K-pop;Female;23.04.2020;23.09.1999
1591;Ilhoon;Cube Entertainment;Jung Il Hoon;BTOB;25;176;64;B;Seoul;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;04.10.1994
1592;Shuhua;Cube Entertainment;Yeh Shuhua;(G)I-DLE;20;161;45;;;South Korea;Vocalist, Visual, Maknae;K-pop;Female;23.04.2020;06.01.2000
1593;Junhyung;Cube Entertainment;Yong Jae-soon;B2ST;30;;64;O;;South Korea;Main Rapper;K-pop;Male;23.04.2020;19.12.1989
1594;Yoseob;Cube Entertainment;Yang Yo Seob;B2ST;30;171;56;B;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;05.01.1990
1595;Lee Ki Kwang;Cube Entertainment;Lee Ki Kwang;B2ST;30;171;58;A;;South Korea;Main Dancer, Lead Vocalist, Visual;K-pop;Male;23.04.2020;30.03.1990
1596;Dongwoon;Cube Entertainment;Son Dong Woon;B2ST;28;181;64;A;;South Korea;Lead Vocalist, Rapper, Maknae;K-pop;Male;23.04.2020;06.06.1991
1597;Eunkwang;Cube Entertainment;Seo Eun Kwang;BTOB;29;173;62;A;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;22.11.1990
1598;Minhyuk;Cube Entertainment;Lee Min Hyuk;BTOB;29;173;61;A;Seoul;South Korea;Lead Rapper, Lead Dancer, Vocalist, Visual;K-pop;Male;23.04.2020;29.11.1990
1599;Changsub;Cube Entertainment;Lee Chang Sub;BTOB;29;177;64;O;Gyeonggi-do;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;26.02.1991
1600;Peniel;Cube Entertainment;Shin Dong Geun;BTOB;27;175;63;AB;;South Korea;Lead Rapper, Vocalist;K-pop;Male;23.04.2020;10.03.1993
1601;Milo;CT Entertainment;Kim Minhak;Romeo;23;167;52;A;Gimpo;South Korea;Lead Rapper, Main Dancer, Vocalist;K-pop;Male;23.04.2020;20.08.1996
1602;Minsung;CT Entertainment;Kim Minhwi;Romeo;23;182;63;B;;South Korea;Lead Dancer, Vocalist, Visual;K-pop;Male;23.04.2020;24.12.1996
1603;Kyle;CT Entertainment;Ma Jaekyung;Romeo;23;177;58;B;Daegu;South Korea;Main Vocalist;K-pop;Male;23.04.2020;15.01.1997
1604;Hyunkyung;CT Entertainment;Kim Hyunjong;Romeo;21;184;62;O;;South Korea;Vocalist, Visual/Face of the Group;K-pop;Male;23.04.2020;05.09.1998
1605;Kangmin;CT Entertainment;Noh Kangmin;Romeo;20;180;62;O;;South Korea;Lead Dancer, Lead Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;05.09.1999
1606;Seunghwan;CT Entertainment;Lee Seunghwan;Romeo;25;174;61;A;;South Korea;Leader, Main Rapper, Lead Dancer, Vocalist;K-pop;Male;23.04.2020;10.12.1994
1607;Yunsung;CT Entertainment;Hwang Yunsung;Romeo;24;175;63;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;19.03.1996
1608;Q;Cre.Ker Entertainment;;The Boyz;21;175;56;;;South Korea;Main Dancer, Vocalist;K-pop;Male;23.04.2020;05.11.1998
1609;Sangyeon;Cre.Ker Entertainment;;The Boyz;23;176;61;A;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;04.11.1996
1610;Jacob;Cre.Ker Entertainment;;The Boyz;22;175;60;B;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;30.05.1997
1611;Younghoon;Cre.Ker Entertainment;;The Boyz;22;182;63;A;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;08.08.1997
1612;Hyunjae;Cre.Ker Entertainment;;The Boyz;22;180;62;B;Incheon;South Korea;Lead Vocalist, Lead Dancer, Visual;K-pop;Male;23.04.2020;13.09.1997
1613;Juyeon;Cre.Ker Entertainment;;The Boyz;22;180;67;AB;Gyeonggi-do;South Korea;Main Dancer, Vocalist, Visual;K-pop;Male;23.04.2020;15.01.1998
1614;Kevin;Cre.Ker Entertainment;;The Boyz;22;176;66;AB;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;23.02.1998
1615;New;Cre.Ker Entertainment;;The Boyz;22;175;51;B;Jeonju;South Korea;Main Vocalist;K-pop;Male;23.04.2020;26.04.1998
1616;Juhaknyeon;Cre.Ker Entertainment;;The Boyz;21;175;58;B;Jeju;South Korea;Lead Dancer, Vocalist, Rapper;K-pop;Male;23.04.2020;09.03.1999
1617;Sunwoo;Cre.Ker Entertainment;;The Boyz;20;177;64;B;;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;12.04.2000
1618;Eric  ;Cre.Ker Entertainment;;The Boyz;19;171;56;A;;South Korea;Lead Dancer, Vocalist, Rapper, Maknae;K-pop;Male;23.04.2020;22.12.2000
1619;Hwall;Cre.Ker Entertainment;Heo Hyun Joon;The Boyz;20;178;56;A;Busan;South Korea;Lead Dancer, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;09.03.2000
1620;Yujin;Coridel Entertainment;;PLAYBACK;25;165;47;AB;;South Korea;Main Dancer, Sub Vocalist, Visual;K-pop;Female;23.04.2020;18.06.1994
1621;Eunjin;Coridel Entertainment;;PLAYBACK;22;164.7;49;AB;;South Korea;MainVocalist, Maknae;K-pop;Female;23.04.2020;23.05.1997
1622;Hayoung;Coridel Entertainment;;PLAYBACK;26;161;45;B;;South Korea;Main Rapper, Lead Dancer;K-pop;Female;23.04.2020;03.08.1993
1623;Woolim;Coridel Entertainment;;PLAYBACK;23;167;48;O;Busan;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;29.08.1996
1624;Yunji;Coridel Entertainment;;PLAYBACK;28;161;45;O;;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;04.04.1992
1625;Jiyeon;Core Contents Media;Park Ji Yeon;T-Ara;26;167;;AB;Seoul;South Korea;Main Dancer, Lead Vocalist, Visual, Face of The Group, Maknae;K-pop;Female;23.04.2020;07.06.1993
1626;Ham Eun Jung;Core Contents Media;Ham Eun Jung;T-Ara;31;167;;O;Seoul;South Korea;Main Vocalist, Lead Rapper;K-pop;Female;23.04.2020;12.12.1988
1627;Hyomin;Core Contents Media;Park Sun Young;T-Ara;30;167;;O;Busan;South Korea;Main Rapper, Main Vocalist, Lead Dancer;K-pop;Female;23.04.2020;30.05.1989
1628;Qri;Core Contents Media;Lee Ji Hyun;T-Ara;33;163;;B;Seoul;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;12.12.1986
1629;Red;CMG Chorok Stars;Guo Jin;M.Pire;28;183;63;O;;South Korea;Vocalist;K-pop;Male;23.04.2020;04.12.1991
1630;Yooseung;CMG Chorok Stars;Seo Yooseung;M.Pire;30;179;62;A;;South Korea;Rapper;K-pop;Male;23.04.2020;26.01.1990
1631;Taehee;CMG Chorok Stars;Lee Tae Hee;M.Pire;30;181;70;B;;South Korea;Leader, Lead Vocalist;K-pop;Male;23.04.2020;24.08.1989
1632;T.O;CMG Chorok Stars;Go Hyun Woo;M.Pire;27;178;62;O;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;03.06.1992
1633;Jerry;CMG Chorok Stars;Moon Young Seo;M.Pire;25;172;56;B;;South Korea;Rapper, Maknae;K-pop;Male;23.04.2020;15.09.1994
1634;Haru;CMG Chorok Stars;Oh Hyun Jun;M.Pire;28;181;64;A;;South Korea;Vocalist;K-pop;Male;23.04.2020;26.12.1991
1635;Lumin;CMG Chorok Stars;Lee Seung Hyun;M.Pire;30;179;65;A;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;20.03.1990
1636;ATO;Chrome Entertainment;Park Sunghyun;Be.A;26;175;58;;;South Korea;Vocalist;K-pop;Male;23.04.2020;28.06.1993
1637;Milly;Chrome Entertainment;Kim Jaeoh;Be.A;27;177;62;AB;;South Korea;Rapper;K-pop;Male;23.04.2020;22.09.1992
1638;Hongkyu;Chrome Entertainment;Yang Hongkyu;Be.A;30;173;56;O;;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;27.02.1990
1639;Yeongkyun;Chrome Entertainment;Jung Yeongkyun;Be.A;29;180;57;;;South Korea;Rapper, Vocalist;K-pop;Male;23.04.2020;30.05.1990
1640;Seunghyun;Chrome Entertainment;Jung Seung Hyun;BZ BOYS;21;178;60;A;;South Korea;Vocalist, Maknae;K-pop;Male;23.04.2020;18.12.1998
1641;Double.D;Chrome Entertainment;Chung Dong Hwan;BZ BOYS;23;175;58;B;;South Korea;Rapper;K-pop;Male;23.04.2020;16.04.1997
1642;Taewoong;Chrome Entertainment;Choi Tae Woong;BZ BOYS;26;180;65;A;;South Korea;Rapper;K-pop;Male;23.04.2020;26.01.1994
1643;Bon;Chrome Entertainment;Choi Won Ho;BZ BOYS;27;175;60;A;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;26.04.1993
1644;Min;Choon Entertainment;Lee Min Cheon;WE IN THE ZONE;22;171;50;;;South Korea;Vocalist;K-pop;Male;23.04.2020;16.10.1997
1645;Shihyun;Choon Entertainment;Kim Won;WE IN THE ZONE;21;175;58;A;Gyeongsangnam-do;South Korea;Lead Dancer, Vocalist, Visual, Maknae;K-pop;Male;23.04.2020;06.05.1998
1646;Kyeongheon;Choon Entertainment;Yoon Kyeong Heon;WE IN THE ZONE;22;174;60;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;06.01.1998
1647;Jooan;Choon Entertainment;Im Ji Myoung;WE IN THE ZONE;23;173;58;;;South Korea;Main Dancer, Lead Vocalist;K-pop;Male;23.04.2020;04.10.1996
1648;Eson;Choon Entertainment;;WE IN THE ZONE;23;177;63;;;South Korea;Leader, Main Rapper, Vocal;K-pop;Male;23.04.2020;28.12.1996
1649;Imchan;Choeun Entertainment;;24K;19;;;;Daegu;South Korea;;K-pop;Male;23.04.2020;24.01.2001
1650;Kiyong;Choeun Entertainment;Nam Kiyong;24K;21;177;60;;;South Korea;Vocalist;K-pop;Male;23.04.2020;25.03.1999
1651;Changsun;Choeun Entertainment;Lee Changsun;24K;24;177;58;;;South Korea;Vocalist, Lead Dancer;K-pop;Male;23.04.2020;17.03.1996
1652;Sungoh;Choeun Entertainment;Yoo Sung Oh;24K;29;180;68;AB;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;08.01.1991
1653;Xiwoo;Choeun Entertainment;;24K;18;;;;;South Korea;Maknae;K-pop;Male;23.04.2020;06.06.2001
1654;Amin;CG Entertainment;Bang MinA;HeyMiss;30;169;46;;Busan;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;12.04.1990
1655;Naru;CG Entertainment;Kang Na Roo;HeyMiss;;;;;;South Korea;Vocalist;K-pop;Female;23.04.2020;
1656;Hyunji;CG Entertainment;Lee Hyun Ji;HeyMiss;25;165;48;B;;South Korea;Rapper, Vocalist;K-pop;Female;23.04.2020;22.08.1994
1657;Seula;CG Entertainment;;HeyMiss;;;;;;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;
1658;Yonghee;C9 Entertainment;Kim Yonghee;CIX;20;177;59;AB;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;17.02.2000
1659;Drok. Q;C9 Entertainment;Lee Hyun Gyu;Drug Restaurant;31;;;;;South Korea;Drummer;K-pop;Male;23.04.2020;09.02.1989
1660;Seokwon;C9 Entertainment;Jung Seokwon;Drug Restaurant;31;;;;;South Korea;Bassist, Sub-Vocalist;K-pop;Male;23.04.2020;11.06.1988
1661;Dammit;C9 Entertainment;Jo Daemin;Drug Restaurant;33;175;64;;;South Korea;Guitarist, Sub-Vocalist;K-pop;Male;23.04.2020;12.07.1986
1662;Sehoon;C9 Entertainment;Kim Sehoon;CIX;18;175;55;;;South Korea;;K-pop;Male;23.04.2020;12.09.2001
1663;Hyunsuk;C9 Entertainment;Yoon Hyunsuk;CIX;18;186;64;B;;South Korea;Main Dancer, Lead Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;08.09.2001
1664;Bae Jinyoung;C9 Entertainment;Bae Jinyoung;CIX;19;178;60;B;Seoul;South Korea;Lead Vocalist, Lead Dancer, Center;K-pop;Male;23.04.2020;10.05.2000
1665;Jung Joon-Young;C9 Entertainment;Jung Joon-Young;Drug Restaurant;31;184;65;;;South Korea;Leader, Main Vocalist, Rhythm Guitarist, Maknae;K-pop;Male;23.04.2020;21.02.1989
1666;Seunghun;C9 Entertainment;Kim Seunghun;CIX;21;181;69;AB;;South Korea;Main Vocalist, Lead Dancer;K-pop;Male;23.04.2020;26.02.1999
1667;Semi;C9 Entertainment;Goo Se Mi;C9 GIRLZ;18;166;46;;;South Korea;Dancer, Maknae;K-pop;Female;23.04.2020;10.04.2002
1668;Belle;C9 Entertainment;Jin Hyeon Ju;C9 GIRLZ;18;161;43;A;Naju;South Korea;Dancer, Vocal;K-pop;Female;23.04.2020;03.11.2001
1669;Seline;C9 Entertainment;Jung Yeon Jeong;C9 GIRLZ;19;169;47;;;South Korea;Vocalist;K-pop;Female;23.04.2020;20.06.2000
1670;Sunn;C9 Entertainment;Hwang Ji Won;C9 GIRLZ;20;167;49;A;Gwangju;South Korea;Dancer, Vocal;K-pop;Female;23.04.2020;07.02.2000
1671;Yeah;C9 Entertainment;Kim Ha Eun;C9 GIRLZ;20;162;44;B;Gongju;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;09.10.1999
1672;Jeewon;C9 Entertainment;Kim Jee Won;C9 GIRLZ;21;166;46;O;Busan;South Korea;Vocal;K-pop;Female;23.04.2020;01.04.1999
1673;Chaesol;C9 Entertainment;Moon Chae Sol;C9 GIRLZ;21;170;48;A;Yeosu;South Korea;Vocalist;K-pop;Female;23.04.2020;14.07.1998
1674;BX;C9 Entertainment;Lee Byounggon;CIX;22;180;61;A;;South Korea;Leader, Main Rapper, Vocalist;K-pop;Male;23.04.2020;05.03.1998
1675;Jaejoong;C-JeS Entertainment;Kim Jae Joong;JYJ;34;180;63;O;Gongju;South Korea;Main Vocalist, Visual;K-pop;Male;23.04.2020;26.01.1986
1676;Junsu;C-JeS Entertainment;Kim Jun Su;JYJ;;178;63;B;Gyeonggi-do;South Korea;Lead Vocalist, Main Dancer, Maknae;K-pop;Male;23.04.2020;
1677;Park Yoo Chun;C-JeS Entertainment;Park Yoo Chun;JYJ;33;180;60;O;Seoul;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;04.06.1986
1678;Dany;Brickworks Company;Jeon Eunji;Ho1iday;22;;;;;South Korea;Vocalist, Lead Dancer, Main Rapper, Maknae;K-pop;Female;23.04.2020;25.01.1998
1679;Sarah;Brickworks Company;Son Hyunmi;Ho1iday;22;174;53;B;;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;31.12.1997
1680;Heejoo;Brickworks Company;Jeon Heejoo;Ho1iday;23;167;;B;Busan;South Korea;Vocalist, Rapper, Main Dancer;K-pop;Female;23.04.2020;30.11.1996
1681;Haru;Brickworks Company;Lee Yoojung;Ho1iday;23;164;;A;Chuncheon;South Korea;Main Vocalist;K-pop;Female;23.04.2020;26.02.1997
1682;Saebyeok;Brickworks Company;Shim Jaeyong;Ho1iday;23;;;;;South Korea;Leader, Lead Vocalist, Lead Dancer;K-pop;Female;23.04.2020;09.11.1996
1683;Cheongeum;Brickworks Company;Jang Cheongeum;Ho1iday;23;;;;;South Korea;Lead Vocalist, Visual;K-pop;Female;23.04.2020;18.06.1996
1684;Minyoung;Brave Entertainment;Kim Minyoung;Brave Girls;29;166;;AB;Incheon;South Korea;Leader, Main Vocalist, Main Dancer;K-pop;Female;23.04.2020;12.09.1990
1685;Yujeong;Brave Entertainment;Nam Yujeong;Brave Girls;28;163;51;AB;Suwon;South Korea;Vocalist, Visual;K-pop;Female;23.04.2020;02.05.1991
1686;Eunji;Brave Entertainment;Hong Eunji;Brave Girls;27;168;47;AB;Yeosu;South Korea;Vocalist, Main Rapper;K-pop;Female;23.04.2020;19.07.1992
1687;Yuna;Brave Entertainment;Lee Yuna;Brave Girls;27;165;;A;Jeju;South Korea;Lead Vocalist, Lead Rapper, Lead Dancer, Maknae;K-pop;Female;23.04.2020;06.04.1993
1688;Hyeran;Brave Entertainment;Noh Hyeran;Brave Girls;27;169;;A;;South Korea;Main Rapper, Main Dancer;K-pop;Female;23.04.2020;09.04.1993
1689;Sihun;Brand New Music;Kim Sihun;BDC;20;175;55;B;;South Korea;Leader, Vocalist, Main Rapper;K-pop;Male;23.04.2020;13.10.1999
1690;Junghwan;Brand New Music;Yun Jeonghwan;BDC;19;181;66;AB;;South Korea;Lead Vocalist, Maknae;K-pop;Male;23.04.2020;19.02.2001
1691;Seongjun;Brand New Music;Hong Seongjun;BDC;21;175;55;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;14.03.1999
1692;Youngmin;Brand New Music;;AB6IX;24;183;64;O;Seoul;South Korea;Leader, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;25.12.1995
1693;Daehwi;Brand New Music;;AB6IX;19;172;52;A;Seoul;South Korea;Lead Dancer, Lead Vocalist, Center, Maknae;K-pop;Male;23.04.2020;29.01.2001
1694;Donghyun;Brand New Music;;AB6IX;21;180;63;O;Daejeon;South Korea;Lead Vocalist, Visual;K-pop;Male;23.04.2020;17.09.1998
1695;Woong;Brand New Music;;AB6IX;22;173;58;B;;South Korea;Main Vocalist, Lead Dancer;K-pop;Male;23.04.2020;15.10.1997
1696;Woojin;Brand New Music;;AB6IX;20;176;60;A;Busan;South Korea;Main Rapper, Main Dancer, Vocalist;K-pop;Male;23.04.2020;02.11.1999
1697;Song Eyaki;Blue Fox Entertainment;Kim You Jin;Blue Fox;26;164;48;B;;South Korea;Leader, Vocalist, Rapper;K-pop;Female;23.04.2020;08.12.1993
1698;Aria;Blue Fox Entertainment;Oh Jin-ah;Blue Fox;26;162;;AB;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;05.12.1993
1699;Da Ya;Blue Fox Entertainment;Kim Da Hee;Blue Fox;25;170;46;A;;South Korea;Vocalist;K-pop;Female;23.04.2020;21.07.1994
1700;Hae Na;Blue Fox Entertainment;Yang Ha Young;Blue Fox;21;164;47;O;;South Korea;Vocalist, Main Rapper, Maknae;K-pop;Female;23.04.2020;12.03.1999
1701;Chuu;Blockberry Creative;Kim Jiwoo;LOONA YYXY;20;160;;A;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;20.10.1999
1702;Hee-jin;Blockberry Creative;Jeon Hee-jin;LOONA 1/3;19;;;A;Seongnam;South Korea;Main Dancer, Lead Vocalist, Visual, Center;K-pop;Female;23.04.2020;19.10.2000
1703;Hyunjin;Blockberry Creative;Kim Hyun-jin;LOONA 1/3;19;;;AB;Jeonju;South Korea;Lead Dancer, Lead Vocalist, Visual, Maknae;K-pop;Female;23.04.2020;15.11.2000
1704;Yves;Blockberry Creative;Ha Sooyoung;LOONA YYXY;22;166;46;B;Busan;South Korea;;K-pop;Female;23.04.2020;24.05.1997
1705;Choerry;Blockberry Creative;Choi Ye-rim;Odd Eye Circle;18;;;O;Bucheon;South Korea;Lead Rapper, Lead Dancer, Vocalist, Center, Maknae;K-pop;Female;23.04.2020;04.06.2001
1706;Go Won;Blockberry Creative;Park Chaewon;LOONA YYXY;19;;;A;;South Korea;Main Rapper, Lead Dancer, Vocalist;K-pop;Female;23.04.2020;19.11.2000
1707;Olivia Hye;Blockberry Creative;Son Hyejoo;LOONA YYXY;18;;;B;;South Korea;Lead Dancer, Lead Vocalist, Lead Rapper, Maknae;K-pop;Female;23.04.2020;13.11.2001
1708;Kim Lip;Blockberry Creative;Kim Jung-eun;Odd Eye Circle;21;;43;B;;South Korea;Leader, Main Vocalist, Main Dancer;K-pop;Female;23.04.2020;10.02.1999
1709;JinSoul;Blockberry Creative;Jung Jinsoul;Odd Eye Circle;22;;;B;;South Korea;Main Rapper, Lead Vocalist, Visual;K-pop;Female;23.04.2020;13.06.1997
1710;Haseul;Blockberry Creative;;LOONA 1/3;22;;;O;Ansan;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;18.08.1997
1711;Vivi;Blockberry Creative;Wong Gaahei;LOONA 1/3;23;;42;B;;South Korea;Lead Dancer, Vocalist;K-pop;Female;23.04.2020;09.12.1996
1712;Go Won;Blockberry Creative;Park Chae-won;LOONA;19;;;A;;South Korea;Lead Rapper, Lead Dancer, Vocalist;K-pop;Female;23.04.2020;19.11.2000
1713;Yeojin  ;Blockberry Creative;Im Yeo-jin;LOONA;17;;;;Seoul;South Korea;Lead Rapper, Vocalist, Maknae;K-pop;Female;23.04.2020;11.11.2002
1714;Choerry;Blockberry Creative;Choi Ye-rim;LOONA;18;;;O;Bucheon;South Korea;Lead Rapper, Lead Dancer, Vocalist;K-pop;Female;23.04.2020;04.06.2001
1715;Haseul;Blockberry Creative;Jo Ha-seul;LOONA;22;;;O;Ansan;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;18.08.1997
1716;Hyunjin;Blockberry Creative;Kim Hyun-jin;LOONA;19;;;AB;Jeonju;South Korea;Lead Dancer, Vocalist, Rapper, Visual;K-pop;Female;23.04.2020;15.11.2000
1717;Hee-jin;Blockberry Creative;Jeon Hee-jin;LOONA;19;;;A;Seongnam;South Korea;Main Dancer, Lead Vocalist, Rapper, Visual, Center;K-pop;Female;23.04.2020;19.10.2000
1718;Chuu;Blockberry Creative;Kim Ji-woo;LOONA;20;160;;A;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;20.10.1999
1719;Kim Lip;Blockberry Creative;Kim Jung-eun;LOONA;21;;43;B;Chungju province;South Korea;Lead Vocalist, Lead Dancer;K-pop;Female;23.04.2020;10.02.1999
1720;JinSoul;Blockberry Creative;Jung Jin-soul;LOONA;22;166;;B;;South Korea;Main Rapper, Lead Vocalist, Visual;K-pop;Female;23.04.2020;13.06.1997
1721;Yves;Blockberry Creative;Ha Soo-young;LOONA;22;166;46;B;Busan;South Korea;Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;24.05.1997
1722;Vivi;Blockberry Creative;Wong Gaahei;LOONA;23;;42;B;;South Korea;Vocalist, Rapper;K-pop;Female;23.04.2020;09.12.1996
1723;Olivia Hye;Blockberry Creative;Son Hye-joo;LOONA;18;166;;B;;South Korea;Lead Dancer, Lead Rapper, Vocalist;K-pop;Female;23.04.2020;13.11.2001
1724;Yey;Black Hole Entertainment;;BLACK6IX;22;177;56;A;;South Korea;Vocalist, Rapper;K-pop;Male;23.04.2020;06.08.1997
1725;The King;Black Hole Entertainment;;BLACK6IX;20;180;60;B;;South Korea;Main Rapper, Maknae;K-pop;Male;23.04.2020;14.01.2000
1726;Taeyoung;Black Hole Entertainment;;BLACK6IX;25;175;55;AB;;South Korea;Leader, Main Vocalist, Lead Dancer;K-pop;Male;23.04.2020;14.01.1995
1727;Ziki;Black Hole Entertainment;;BLACK6IX;24;178;60;O;;South Korea;LeadRapper, Main Dancer;K-pop;Male;23.04.2020;16.05.1995
1728;Jongwoon;Black Hole Entertainment;;BLACK6IX;24;180;64;A;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;11.05.1995
1729;Yongseok;Black Hole Entertainment;;BLACK6IX;26;172;54;O;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;29.10.1993
1730;Soobin  ;Big Hit Entertainment;Choi Soo Bin;TXT;19;185;67;A;Gyeonggi-do;South Korea;Leader, Vocalist, Rapper, Dancer;K-pop;Male;23.04.2020;05.12.2000
1731;Huening Kai  ;Big Hit Entertainment;Kai Kamal Huening;TXT;17;183;61;A;Hawaii;USA;Vocalist, Dancer, Rapper, Visual, Maknae;K-pop;Male;23.04.2020;14.08.2002
1732;Taehyun  ;Big Hit Entertainment;Kang Tae Hyun;TXT;18;177;55;A;Seoul;South Korea;Vocalist, Dancer;K-pop;Male;23.04.2020;05.02.2002
1733;Beomgyu  ;Big Hit Entertainment;Choi Beom Gyu;TXT;19;179;53;AB;Daegu;South Korea;Vocalist, Dancer, Rapper, Center, Visual;K-pop;Male;23.04.2020;13.03.2001
1734;Yeonjun  ;Big Hit Entertainment;Choi Yeon Jun;TXT;20;181.5;62;A;Gyeonggi-do;South Korea;Rapper, Dancer, Vocalist;K-pop;Male;23.04.2020;13.09.1999
1735;Jin  ;Big Hit Entertainment;;BTS (Bangtan Boys);27;179;63;O;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;04.12.1992
1736;Jungkook  ;Big Hit Entertainment;;BTS (Bangtan Boys);22;178;66;A;Busan;South Korea;Main Vocalist, Lead Dancer, Sub Rapper, Center, Maknae;K-pop;Male;23.04.2020;01.09.1997
1737;V  ;Big Hit Entertainment;;BTS (Bangtan Boys);24;178;62;AB;;South Korea;Lead Dancer, Vocalist, Visual;K-pop;Male;23.04.2020;30.12.1995
1738;Jimin  ;Big Hit Entertainment;;BTS (Bangtan Boys);24;173.6;61;A;Busan;South Korea;Main Dancer, Lead Vocalist;K-pop;Male;23.04.2020;13.10.1995
1739;J-hope  ;Big Hit Entertainment;;BTS (Bangtan Boys);26;177;65;A;Gwangju;South Korea;Main Dancer, Rapper, Sub Vocalist;K-pop;Male;23.04.2020;18.02.1994
